VARIABLES="Period (s)" "|Fx| (N/m)" "|Fy| (N/m)" "|Fz| (N/m)" "|Cx| (N)" "|Cy| (N)" "|Cz| (N)" "ang(Fx) (°)" "ang(Fy) (°)" "ang(Fz) (°)" "ang(Cx) (°)" "ang(Cy) (°)" "ang(Cz) (°)"
Zone t="Corps  1"
Zone t="Diffraction force - beta =   0.000 deg",I=     5,F=POINT
 0.7854  0.238872E+07  0.378335E+06  0.103193E+07  0.254125E+06  0.160448E+07  0.567979E-01 -188.81   -8.81  -74.70   -8.81   -8.81   83.61
Zone t="Diffraction force - beta = 180.000 deg",I=     5,F=POINT
 0.5236  0.138494E+07  0.315172E+00  0.191707E+07  0.535092E+00  0.809405E+06  0.321169E-01 -181.37 -112.29  -85.75   42.66   -1.37  -85.73
 0.5890  0.163690E+07  0.283976E+00  0.167624E+07  0.749524E+00  0.100104E+07  0.300445E-01 -182.32 -221.48  -83.90  -57.53   -2.32  -83.89
 0.6545  0.191099E+07  0.454810E+00  0.144461E+07  0.600992E+00  0.121164E+07  0.279407E-01 -183.85 -235.07  -81.38  -85.07   -3.86  -81.33
 0.7200  0.218045E+07  0.458273E+00  0.122784E+07  0.100765E+00  0.143125E+07  0.257861E-01 -186.04 -235.06  -78.37 -256.49   -6.06  -78.16
 0.7854  0.241849E+07  0.456933E+00  0.103193E+07  0.604087E+00  0.162448E+07  0.236761E-01 -188.81 -225.81  -74.70 -216.10   -8.81  -74.55
Zone t="Diffraction force - beta = 189.000 deg",I=     5,F=POINT
 0.5236  0.136789E+07  0.216653E+06  0.191707E+07  0.126619E+06  0.799440E+06  0.372970E-01 -181.37 -181.37  -85.75 -181.37   -1.37  -86.33
 0.5890  0.161675E+07  0.256068E+06  0.167624E+07  0.156597E+06  0.988717E+06  0.409137E-01 -182.32 -182.32  -83.90 -182.32   -2.32  -85.48
 0.6545  0.188747E+07  0.298945E+06  0.144461E+07  0.189543E+06  0.119673E+07  0.496751E-01 -183.85 -183.85  -81.38 -183.86   -3.86  -85.14
 0.7200  0.215360E+07  0.341097E+06  0.122784E+07  0.223897E+06  0.141363E+07  0.679226E-01 -186.04 -186.04  -78.37 -186.06   -6.06  -85.57
 0.7854  0.238871E+07  0.378336E+06  0.103193E+07  0.254125E+06  0.160448E+07  0.102325E+00 -188.81 -188.81  -74.70 -188.81   -8.81  -86.48
Zone t="Diffraction force - beta = 198.000 deg",I=     5,F=POINT
 0.5236  0.131716E+07  0.427970E+06  0.191707E+07  0.250120E+06  0.769790E+06  0.405295E-01 -181.37 -181.37  -85.75 -181.37   -1.37  -86.61
 0.5890  0.155678E+07  0.505830E+06  0.167624E+07  0.309338E+06  0.952047E+06  0.474718E-01 -182.32 -182.32  -83.90 -182.32   -2.32  -86.13
 0.6545  0.181746E+07  0.590529E+06  0.144461E+07  0.374419E+06  0.115234E+07  0.631527E-01 -183.85 -183.85  -81.38 -183.86   -3.86  -86.21
 0.7200  0.207373E+07  0.673796E+06  0.122784E+07  0.442280E+06  0.136120E+07  0.941918E-01 -186.04 -186.04  -78.37 -186.06   -6.06  -86.82
 0.7854  0.230012E+07  0.747355E+06  0.103193E+07  0.501993E+06  0.154497E+07  0.151313E+00 -188.81 -188.81  -74.70 -188.81   -8.81  -87.62
Zone t="Diffraction force - beta = 207.000 deg",I=     5,F=POINT
 0.5236  0.123399E+07  0.628751E+06  0.191707E+07  0.367462E+06  0.721185E+06  0.405308E-01 -181.37 -181.37  -85.75 -181.37   -1.37  -86.62
 0.5890  0.145849E+07  0.743137E+06  0.167624E+07  0.454462E+06  0.891934E+06  0.475303E-01 -182.32 -182.32  -83.90 -182.32   -2.32  -86.11
 0.6545  0.170271E+07  0.867572E+06  0.144461E+07  0.550075E+06  0.107958E+07  0.631913E-01 -183.85 -183.85  -81.38 -183.86   -3.86  -86.18
 0.7200  0.194279E+07  0.989904E+06  0.122784E+07  0.649774E+06  0.127525E+07  0.942115E-01 -186.04 -186.04  -78.37 -186.06   -6.06  -86.82
 0.7854  0.215489E+07  0.109797E+07  0.103193E+07  0.737500E+06  0.144742E+07  0.151295E+00 -188.81 -188.81  -74.70 -188.81   -8.81  -87.62
Zone t="Diffraction force - beta = 216.000 deg",I=     5,F=POINT
 0.5236  0.112044E+07  0.814048E+06  0.191707E+07  0.475756E+06  0.654822E+06  0.372966E-01 -181.37 -181.37  -85.75 -181.37   -1.37  -86.32
 0.5890  0.132428E+07  0.962145E+06  0.167624E+07  0.588397E+06  0.809860E+06  0.407972E-01 -182.32 -182.32  -83.90 -182.32   -2.32  -85.49
 0.6545  0.154603E+07  0.112325E+07  0.144461E+07  0.712186E+06  0.980241E+06  0.496751E-01 -183.85 -183.85  -81.38 -183.86   -3.86  -85.15
 0.7200  0.176402E+07  0.128164E+07  0.122784E+07  0.841267E+06  0.115791E+07  0.680139E-01 -186.04 -186.04  -78.37 -186.06   -6.06  -85.59
 0.7854  0.195660E+07  0.142155E+07  0.103193E+07  0.954847E+06  0.131423E+07  0.102436E+00 -188.81 -188.81  -74.70 -188.81   -8.81  -86.49
Zone t="Diffraction force - beta = 225.000 deg",I=     5,F=POINT
 0.5236  0.979302E+06  0.979302E+06  0.191707E+07  0.572335E+06  0.572336E+06  0.320950E-01 -181.37 -181.37  -85.75 -181.37   -1.37  -85.75
 0.5890  0.115746E+07  0.115746E+07  0.167624E+07  0.707842E+06  0.707843E+06  0.300484E-01 -182.32 -182.32  -83.90 -182.32   -2.32  -83.85
 0.6545  0.135128E+07  0.135128E+07  0.144461E+07  0.856762E+06  0.856762E+06  0.279062E-01 -183.85 -183.85  -81.38 -183.86   -3.86  -81.37
 0.7200  0.154181E+07  0.154181E+07  0.122784E+07  0.101205E+07  0.101205E+07  0.258805E-01 -186.04 -186.04  -78.37 -186.06   -6.06  -78.27
 0.7854  0.171013E+07  0.171013E+07  0.103193E+07  0.114868E+07  0.114868E+07  0.237368E-01 -188.81 -188.81  -74.70 -188.81   -8.81  -74.64
Zone t="Diffraction force - beta = 234.000 deg",I=     5,F=POINT
 0.5236  0.814048E+06  0.112044E+07  0.191707E+07  0.654822E+06  0.475756E+06  0.268729E-01 -181.37 -181.37  -85.75 -181.37   -1.37  -84.92
 0.5890  0.962144E+06  0.132428E+07  0.167624E+07  0.809859E+06  0.588397E+06  0.193065E-01 -182.32 -182.32  -83.90 -182.32   -2.32  -80.48
 0.6545  0.112325E+07  0.154602E+07  0.144461E+07  0.980241E+06  0.712186E+06  0.709456E-02 -183.85 -183.85  -81.38 -183.86   -3.86  -53.88
 0.7200  0.128164E+07  0.176402E+07  0.122784E+07  0.115791E+07  0.841267E+06  0.179824E-01 -186.04 -186.04  -78.37 -186.06   -6.06   72.96
 0.7854  0.142155E+07  0.195660E+07  0.103193E+07  0.131423E+07  0.954847E+06  0.567181E-01 -188.81 -188.81  -74.70 -188.81   -8.81   83.61
Zone t="Diffraction force - beta = 243.000 deg",I=     5,F=POINT
 0.5236  0.628750E+06  0.123399E+07  0.191707E+07  0.721186E+06  0.367462E+06  0.236075E-01 -181.37 -181.37  -85.75 -181.37   -1.37  -84.23
 0.5890  0.743136E+06  0.145849E+07  0.167624E+07  0.891933E+06  0.454463E+06  0.127030E-01 -182.32 -182.32  -83.90 -182.32   -2.32  -75.41
 0.6545  0.867572E+06  0.170271E+07  0.144461E+07  0.107958E+07  0.550075E+06  0.885603E-02 -183.85 -183.85  -81.38 -183.86   -3.86   61.87
 0.7200  0.989903E+06  0.194279E+07  0.122784E+07  0.127525E+07  0.649774E+06  0.437968E-01 -186.04 -186.04  -78.37 -186.06   -6.06   83.10
